IPA_for_PHOIBLE	Glottolog_code	Glottolog_nearest	Variety_name	Source	Source_ref	Comments
e	kani1276		Kaniyang	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
o	kani1276		Kaniyang	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
t	0000minang	nyun1247	Minang	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ʈ	0000minang	nyun1247	Minang	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ȶ	0000minang	nyun1247	Minang	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
k	0000minang	nyun1247	Minang	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
p	0000minang	nyun1247	Minang	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
n	0000minang	nyun1247	Minang	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ɳ	0000minang	nyun1247	Minang	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ȵ	0000minang	nyun1247	Minang	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ŋ	0000minang	nyun1247	Minang	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
m	0000minang	nyun1247	Minang	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
l	0000minang	nyun1247	Minang	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ɭ	0000minang	nyun1247	Minang	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ȴ	0000minang	nyun1247	Minang	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
r	0000minang	nyun1247	Minang	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ɻ	0000minang	nyun1247	Minang	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
j	0000minang	nyun1247	Minang	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
w	0000minang	nyun1247	Minang	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
i	0000minang	nyun1247	Minang	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
u	0000minang	nyun1247	Minang	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
a	0000minang	nyun1247	Minang	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
e	0000minang	nyun1247	Minang	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
o	0000minang	nyun1247	Minang	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
t	pinj1244		Pinjarup	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ʈ	pinj1244		Pinjarup	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ȶ	pinj1244		Pinjarup	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
k	pinj1244		Pinjarup	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
p	pinj1244		Pinjarup	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
n	pinj1244		Pinjarup	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ɳ	pinj1244		Pinjarup	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ȵ	pinj1244		Pinjarup	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ŋ	pinj1244		Pinjarup	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
m	pinj1244		Pinjarup	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
l	pinj1244		Pinjarup	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ɭ	pinj1244		Pinjarup	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ȴ	pinj1244		Pinjarup	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
r	pinj1244		Pinjarup	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ɻ	pinj1244		Pinjarup	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
j	pinj1244		Pinjarup	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
w	pinj1244		Pinjarup	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
i	pinj1244		Pinjarup	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
u	pinj1244		Pinjarup	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
a	pinj1244		Pinjarup	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
e	pinj1244		Pinjarup	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
o	pinj1244		Pinjarup	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
t	ward1248		Wardandi	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ʈ	ward1248		Wardandi	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ȶ	ward1248		Wardandi	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
k	ward1248		Wardandi	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
p	ward1248		Wardandi	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
n	ward1248		Wardandi	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ɳ	ward1248		Wardandi	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ȵ	ward1248		Wardandi	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ŋ	ward1248		Wardandi	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
m	ward1248		Wardandi	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
l	ward1248		Wardandi	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ɭ	ward1248		Wardandi	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ȴ	ward1248		Wardandi	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
r	ward1248		Wardandi	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ɻ	ward1248		Wardandi	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
j	ward1248		Wardandi	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
w	ward1248		Wardandi	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
i	ward1248		Wardandi	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
u	ward1248		Wardandi	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
a	ward1248		Wardandi	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
e	ward1248		Wardandi	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
o	ward1248		Wardandi	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
t	nyun1247		Wajuk	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ʈ	nyun1247		Wajuk	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ȶ	nyun1247		Wajuk	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
k	nyun1247		Wajuk	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
p	nyun1247		Wajuk	Douglas 1976	douglas_aboriginal_1976	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
